@RELATION random
@ATTRIBUTE detalii-Nr-camere:  NUMERIC
@ATTRIBUTE detalii-Suprafata-teren:  NUMERIC
@ATTRIBUTE detalii-Suprafata:  NUMERIC
@ATTRIBUTE dotari-Centrala-termica:  NUMERIC
@ATTRIBUTE dotari-Geam-la-baie:  NUMERIC
@ATTRIBUTE dotari-Geam-termopan:  NUMERIC
@ATTRIBUTE dotari-Negociabil:  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Apa  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Gaze  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Canal  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Electricitate  NUMERIC
@ATTRIBUTE vandut  NUMERIC
@ATTRIBUTE dotari-Aer-conditionat:  NUMERIC
@ATTRIBUTE dotari-Usa-metalica:  NUMERIC
@ATTRIBUTE detalii-Suprafata-construita:  NUMERIC
@ATTRIBUTE evaluare  NUMERIC
@ATTRIBUTE coefficient NUMERIC
@ATTRIBUTE pret-valoare  NUMERIC
@DATA
4 500 250 1 1 1 1 1 1 1 1 1 0 0 0 4 1.0338003986788307 175000 
4 600 260 1 1 1 0 1 1 1 1 1 0 0 0 4 1.0338003986788307 165000 
5 886 260 0 0 0 1 1 1 1 1 1 0 0 0 5 1.0338003986788307 259000 
4 0 145 0 0 0 0 1 1 1 1 1 0 0 0 -5 1.0338003986788307 90000 
4 500 125 0 0 0 1 0 0 0 0 1 0 0 0 -2 1.0338003986788307 109000 
4 0 147 0 0 0 1 0 0 0 0 1 0 0 0 -4 1.0338003986788307 89000 
6 600 360 0 0 0 1 0 0 0 0 1 0 0 0 -5 1.0338003986788307 175000 
5 677 140 1 1 1 0 1 1 1 1 1 1 1 0 3 1.0338003986788307 129000 
0 1200 210 0 0 0 1 0 0 0 0 1 0 0 0 4 1.0338003986788307 230000 
9 290 550 1 1 1 0 1 1 1 1 1 1 0 0 4 1.3473743943428347 450000 
4 500 0 1 1 1 0 0 0 0 0 1 1 1 200 5 1.3473743943428347 180000 
3 410 130 0 0 0 1 1 1 1 1 1 0 0 0 2 1.3473743943428347 69900 
3 0 134 0 0 0 0 0 0 0 0 1 0 0 0 4 1.3473743943428347 149000 
6 0 150 0 0 0 1 0 0 0 0 1 0 0 0 3 1.3473743943428347 180000 
5 0 0 1 0 0 0 0 0 0 0 1 0 0 0 5 1.1114627438997775 275000 
0 260 66 1 0 0 1 0 0 0 0 1 0 0 0 -1 1.1114627438997775 130000 
5 380 120 0 0 1 1 0 0 0 0 1 0 1 0 -2 1.1114627438997775 119000 
5 0 260 0 0 0 1 0 0 0 0 1 0 0 0 1 1.1114627438997775 159000 
3 490 120 1 0 1 1 1 1 1 1 1 0 0 0 4 1.1114627438997775 100000 
5 1000 130 0 0 0 1 1 1 1 1 1 0 0 0 2 1.1114627438997775 120000 
3 220 110 0 0 0 1 1 1 1 1 1 0 0 0 -4 1.1114627438997775 55000 
5 0 230 1 1 1 0 1 1 1 1 1 1 1 0 3 1.1114627438997775 400000 
4 500 150 1 0 1 0 1 1 1 1 1 0 1 0 2 0.4714304421842944 72000 
5 0 180 0 0 0 0 0 0 0 0 1 0 0 0 0 1.178576105460736 180000 
4 0 160 1 0 1 0 1 1 1 1 1 0 0 0 3 0.5202103976603082 85000 
5 0 130 1 0 1 0 1 1 1 1 1 0 1 0 -4 0.5202103976603082 73900 
3 0 120 0 0 0 0 0 0 0 0 1 0 0 0 5 0.48452573224496925 79000 
3 0 107 0 0 0 0 0 0 0 0 1 0 0 0 4 0.48452573224496925 69000 
4 600 125 0 0 0 0 1 1 1 1 1 0 0 0 -1 0.5565498275786809 85000 
5 0 222 1 0 1 0 0 0 0 0 1 0 0 0 -1 0.8511938539438649 130000 
