@RELATION random
@ATTRIBUTE detalii-Nr-camere:  NUMERIC
@ATTRIBUTE detalii-Suprafata:  NUMERIC
@ATTRIBUTE dotari-Geam-termopan:  NUMERIC
@ATTRIBUTE vandut  NUMERIC
@ATTRIBUTE dotari-Usa-metalica:  NUMERIC
@ATTRIBUTE dotari-Centrala-termica:  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Apa  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Gaze  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Canal  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Electricitate  NUMERIC
@ATTRIBUTE dotari-Negociabil:  NUMERIC
@ATTRIBUTE dotari-Aer-conditionat:  NUMERIC
@ATTRIBUTE evaluare  NUMERIC
@ATTRIBUTE coefficient NUMERIC
@ATTRIBUTE pret-valoare  NUMERIC
@DATA
1 24 1 1 0 0 0 0 0 0 0 0 -5 0.9296429326008874 22500 
1 20 1 0 0 0 0 0 0 0 0 0 -2 0.9296429326008874 21500 
1 19 1 1 1 0 0 0 0 0 0 0 1 0.9507711810690894 22500 
1 27 1 0 0 0 0 0 0 0 0 0 4 1.309951405028523 30000 
1 27 1 0 1 1 1 1 1 1 0 0 -3 1.309951405028523 32000 
1 22 1 0 0 0 0 0 0 0 1 0 -4 0.9296429326008874 22000 
1 24 1 1 0 0 0 0 0 0 0 0 -2 0.9423198816818086 23000 
1 24 1 1 0 0 1 0 1 1 0 0 4 0.9423198816818086 22500 
1 24 1 0 0 0 0 0 0 0 1 0 -5 0.9423198816818086 21500 
1 24 1 0 0 0 0 0 0 0 0 0 2 0.9423198816818086 20800 
1 24 0 0 1 0 0 0 0 0 0 0 3 0.9423198816818086 24000 
1 21 0 0 0 0 0 0 0 0 0 0 5 0.9423198816818086 22000 
1 0 1 0 0 0 0 0 0 0 0 0 -4 0.8240016902598775 20000 
1 30 1 1 0 0 0 0 0 0 0 0 -4 0.8240016902598775 19000 
1 33 1 1 1 0 0 0 0 0 1 0 -2 1.0564124234100993 31000 
1 32 1 1 1 0 1 0 1 1 0 0 -3 1.0564124234100993 23000 
1 32 1 1 1 0 0 0 0 0 0 0 -3 1.0564124234100993 25000 
1 22 1 1 0 0 0 0 0 0 0 1 -5 1.0564124234100993 19000 
1 31 0 1 1 0 1 1 1 1 1 0 -3 1.0564124234100993 25000 
1 30 1 0 1 0 1 0 1 1 0 0 1 1.0564124234100993 27000 
