@RELATION random
@ATTRIBUTE detalii-Nr-camere:  NUMERIC
@ATTRIBUTE detalii-Suprafata-teren:  NUMERIC
@ATTRIBUTE detalii-Suprafata:  NUMERIC
@ATTRIBUTE vandut  NUMERIC
@ATTRIBUTE dotari-Geam-termopan:  NUMERIC
@ATTRIBUTE dotari-Negociabil:  NUMERIC
@ATTRIBUTE dotari-Centrala-termica:  NUMERIC
@ATTRIBUTE dotari-Usa-metalica:  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Apa  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Gaze  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Electricitate  NUMERIC
@ATTRIBUTE dotari-Geam-la-baie:  NUMERIC
@ATTRIBUTE dotari-Aer-conditionat:  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Canal  NUMERIC
@ATTRIBUTE detalii-Suprafata-construita:  NUMERIC
@ATTRIBUTE dotari-Front-stradal:  NUMERIC
@ATTRIBUTE dotari-POT:  NUMERIC
@ATTRIBUTE evaluare  NUMERIC
@ATTRIBUTE coefficient NUMERIC
@ATTRIBUTE pret-valoare  NUMERIC
@DATA
4 500 110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0.5146904512067156 87000 
0 1385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 0.5146904512067156 25000 
6 900 115 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0.5146904512067156 95000 
6 600 220 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0.5146904512067156 120000 
6 0 260 0 1 1 1 0 0 0 0 0 0 0 0 0 0 -4 0.7660020986358866 160000 
4 500 120 0 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0.7660020986358866 95000 
4 870 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0.7660020986358866 110000 
5 500 160 0 1 1 1 0 1 1 1 1 1 1 0 0 0 2 1.0732358342077648 115000 
5 2800 526 0 1 0 1 0 1 1 1 1 1 1 0 0 0 3 1.0732358342077648 590000 
4 500 250 1 1 1 1 0 1 1 1 1 0 1 0 0 0 4 1.0732358342077648 175000 
5 800 250 0 1 0 0 0 1 0 1 0 0 0 0 0 0 5 1.0732358342077648 125000 
4 720 167 0 1 1 1 0 1 1 1 1 1 1 0 0 0 2 1.0732358342077648 175000 
5 600 350 0 1 0 0 1 1 1 1 1 1 1 0 0 0 0 1.0732358342077648 180000 
4 0 130 0 0 0 0 0 1 1 1 0 0 0 0 0 0 -4 1.0732358342077648 85000 
4 600 260 1 1 0 1 0 1 1 1 1 0 1 0 0 0 4 1.0732358342077648 165000 
4 0 210 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1.0732358342077648 150000 
6 365 260 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1.0732358342077648 135000 
4 1000 237 0 1 0 1 0 0 0 0 0 0 0 0 0 0 4 1.0732358342077648 139000 
5 886 260 1 0 1 0 0 1 1 1 0 0 1 0 0 0 5 1.0732358342077648 259000 
4 0 145 1 0 0 0 0 1 1 1 0 0 1 0 0 0 -5 1.0732358342077648 90000 
4 620 116 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1.0732358342077648 83000 
4 500 125 1 0 1 0 0 0 0 0 0 0 0 0 0 0 -2 1.0732358342077648 109000 
4 0 147 1 0 1 0 0 0 0 0 0 0 0 0 0 0 -4 1.0732358342077648 89000 
6 0 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0732358342077648 320000 
5 0 285 0 1 0 1 1 1 1 1 1 0 1 0 0 0 4 1.0732358342077648 180000 
