@RELATION random
@ATTRIBUTE detalii-Nr-camere:  NUMERIC
@ATTRIBUTE detalii-Suprafata:  NUMERIC
@ATTRIBUTE dotari-Geam-la-baie:  NUMERIC
@ATTRIBUTE dotari-Geam-termopan:  NUMERIC
@ATTRIBUTE vandut  NUMERIC
@ATTRIBUTE dotari-Centrala-termica:  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Apa  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Gaze  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Canal  NUMERIC
@ATTRIBUTE dotari-Utilitati:-Electricitate  NUMERIC
@ATTRIBUTE dotari-Usa-metalica:  NUMERIC
@ATTRIBUTE dotari-Aer-conditionat:  NUMERIC
@ATTRIBUTE dotari-Negociabil:  NUMERIC
@ATTRIBUTE detalii-Suprafata-construita:  NUMERIC
@ATTRIBUTE detalii-Suprafata-teren:  NUMERIC
@ATTRIBUTE evaluare  NUMERIC
@ATTRIBUTE coefficient NUMERIC
@ATTRIBUTE pret-valoare  NUMERIC
@DATA
1 25 1 1 0 0 0 0 0 0 0 0 0 0 0 -2 0.8740263755190977 26000 
1 42 0 1 1 1 1 1 1 1 0 0 0 0 0 2 0.8740263755190977 33800 
1 43 0 1 1 1 1 1 1 1 1 0 0 0 0 3 1.3267736233019911 34900 
1 38 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1.3267736233019911 34500 
1 40 0 1 1 1 1 1 1 1 0 1 0 0 0 2 1.3267736233019911 53900 
1 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1.3267736233019911 36500 
1 41 0 1 1 1 1 1 1 1 1 0 0 0 0 -3 1.24448400183443 36500 
1 40 1 1 1 1 1 1 1 1 1 1 1 0 0 4 1.24448400183443 45000 
1 36 0 1 1 1 1 1 1 1 1 0 0 0 0 2 1.24448400183443 35900 
1 41 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1.24448400183443 39900 
1 41 0 1 1 1 1 1 1 1 1 0 0 0 0 -1 0.9404086642699833 36000 
1 34 0 0 1 0 1 1 1 1 0 0 1 0 0 -1 0.9404086642699833 28000 
1 36 0 1 0 1 1 1 1 1 1 0 0 0 0 2 0.9404086642699833 33000 
1 30 0 1 0 1 1 1 1 1 1 0 0 0 0 -4 0.9404086642699833 26000 
1 41 0 0 0 1 1 1 1 1 1 0 0 0 0 4 0.9404086642699833 800 
1 35 0 1 0 1 1 1 1 1 1 0 0 0 0 -3 0.9404086642699833 31000 
1 43 0 1 1 1 1 1 1 1 1 0 0 0 0 5 0.9404086642699833 41000 
1 47 1 1 1 0 0 0 0 0 1 0 0 0 0 -1 1.007500803976327 34500 
1 42 0 1 0 1 1 1 1 1 1 1 0 0 0 -4 1.007500803976327 38500 
1 42 0 1 0 0 0 0 0 0 0 0 0 0 0 -4 1.007500803976327 32500 
1 42 0 1 1 1 1 1 1 1 1 0 0 0 0 -1 1.007500803976327 36900 
1 42 0 1 0 1 1 1 1 1 1 1 0 0 0 -1 1.007500803976327 29900 
1 40 0 1 0 1 1 1 1 1 1 0 0 0 0 3 1.007500803976327 28600 
1 36 0 1 0 1 1 1 1 1 0 0 0 0 0 3 1.007500803976327 34750 
1 30 0 1 0 1 1 1 1 1 1 0 0 0 0 3 1.007500803976327 27500 
1 42 1 1 0 1 1 1 1 1 1 1 1 0 0 2 1.007500803976327 36900 
1 40 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 1.007500803976327 32500 
1 40 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1.007500803976327 32500 
1 32 0 1 0 1 1 1 1 1 1 0 0 0 0 -3 1.007500803976327 32900 
1 43 0 1 1 1 1 1 1 1 1 0 0 0 0 5 1.075283166573063 42982 
1 35 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1.075283166573063 30900 
1 41 1 1 1 1 1 1 1 1 1 1 0 0 0 4 1.075283166573063 40900 
1 36 0 1 1 0 0 0 0 0 1 0 0 0 0 -3 1.075283166573063 33000 
1 30 1 1 0 1 1 1 1 1 0 0 0 0 0 -2 0.5055914799080148 26500 
1 30 1 1 0 1 1 1 1 1 0 0 0 0 0 -2 0.5055914799080148 27500 
1 26 0 1 1 1 1 1 1 1 1 0 0 0 0 -4 0.8193131364836908 23000 
1 28 0 1 1 1 1 1 1 1 1 0 1 0 0 -5 0.8193131364836908 26500 
1 33 1 1 0 0 0 0 0 0 1 0 1 0 0 -3 0.8193131364836908 28000 
1 30 0 1 0 0 0 0 0 0 1 0 1 0 0 -2 0.8193131364836908 30000 
1 22 0 1 1 0 0 0 0 0 1 0 0 0 0 -5 0.8193131364836908 22000 
1 34 0 1 1 0 1 1 1 1 0 0 0 0 0 -5 0.8193131364836908 29000 
1 25 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0.8193131364836908 27500 
